0,0.01,0.1,0.2,10
0,1.297,1.099,1.088,1.095
5,1.306,1.097,1.081,1.065
10,1.287,1.083,1.067,1.05
15,1.289,1.069,1.053,1.036
20,1.269,1.058,1.041,1.023
25,1.268,1.041,1.033,1.015
30,1.249,1.034,1.018,1.009
35,1.265,1.027,1.008,0.99
40,1.239,1.021,1.004,0.986
45,1.235,1.019,1.002,0.985
