0,0.01,0.1,0.2,10
0,1.285,1.097,1.086,1.077
5,1.276,1.095,1.082,1.069
10,1.266,1.084,1.069,1.056
15,1.262,1.074,1.062,1.047
20,1.252,1.065,1.052,1.038
25,1.241,1.063,1.05,1.035
30,1.236,1.054,1.036,1.03
35,1.233,1.047,1.028,1.015
40,1.231,1.043,1.027,1.011
45,1.216,1.039,1.026,1.012
